time;us_java_dev;us_driver;us_accountant;us_attorney;us_sales_manager;us_nurse;uk_java_dev;uk_driver;uk_accountant;uk_attorney;uk_sales_manager;uk_nurse
20230423;14992;63649;null
20230423;null;63651;42003;null;null;103092
20230423;null;63654;42001;null;33327;103096;3222;13099;13937;null;15928;22173
